"NoName","address","city","State","zipcode","AUTO_UNIQUE_ID_2019-12-02_dandi_ny2","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType"
"14977","30 Seaman Ave NYC","New York City","NY","",31,"USCGeocoder",578.1218,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","2",40.8669,-73.9273,"Relaxed"
"14982","E 6th Ave NYC","New York City","NY","",32,"USCGeocoder",30.9798,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1213369809.72834","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",40.6639307188879,-73.9382749875207,"Relaxed;Soundex"
"15003","2851 Broadway NYC","New York City","NY","",33,"USCGeocoder",62.3545,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1213369809.72834","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",40.6639307188879,-73.9382749875207,"Relaxed;Soundex"
"15004","E Front St NYC","New York City","NY","",34,"USCGeocoder",31.271,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1213369809.72834","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",40.6639307188879,-73.9382749875207,"Relaxed;Soundex"
"15013","118 10th Ave NYC","New York City","NY","",35,"USCGeocoder",156.272,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.7442532,-74.0064473,"Relaxed;Soundex"
"15017","42 Trinity Pl NYC","New York City","NY","",36,"USCGeocoder",562.5154,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","2",40.7075,-74.0134,"Relaxed"
"15030","760 PARK AVENUE NYC","New York City","NY","",37,"USCGeocoder",874.9659,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","4",40.7713,-73.964,"Relaxed"
"15031","527 MAIN ST RI NY NYC","New York City","NY","",38,"USCGeocoder",140.7203,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1213369809.72834","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",40.6639307188879,-73.9382749875207,"Relaxed;Soundex"
"15041","432 6th Ave NYC","New York City","NY","",39,"USCGeocoder",203.1604,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.6683619,-73.9838547,"Relaxed;Soundex"
"15050","230 W 31st St NYC","New York City","NY","",40,"USCGeocoder",203.2096,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.7495761,-73.9934103,"Relaxed;Soundex"
"15074","500 E 85th St NYC","New York City","NY","",41,"USCGeocoder",218.7801,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.7749524,-73.9474083,"Relaxed;Soundex"
"15087","966 1st Ave NYC","New York City","NY","",42,"USCGeocoder",281.2596,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.7558761,-73.9644686,"Relaxed;Soundex"
"15094","N W 104th St NYC","New York City","NY","",43,"USCGeocoder",31.2446,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1213369809.72834","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",40.6639307188879,-73.9382749875207,"Relaxed;Soundex"
"15098","1328 3rd Ave NYC","New York City","NY","",44,"USCGeocoder",203.1615,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.7722731,-73.9589989,"Relaxed;Soundex"
"15101","32 6th Ave NYC","New York City","NY","",45,"USCGeocoder",281.4919,1,"4.1","","","03","StreetSegmentInterpolation","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2099.10943100858","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","2",40.6819969842783,-73.9741481884502,"Relaxed"
"15102","170 East End Ave NYC","New York City","NY","",46,"USCGeocoder",546.7176,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","2",40.776,-73.9443,"Relaxed"
"15123","56 Pine St NYC","New York City","NY","",47,"USCGeocoder",1046.8566,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","4",40.7067,-74.0085,"Relaxed"
"15127","261 W 42nd St NYC","New York City","NY","",48,"USCGeocoder",187.5057,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.7572718,-73.9894648,"Relaxed;Soundex"
"15131","424 West End Ave NYC","New York City","NY","",49,"USCGeocoder",499.9825,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","2",40.7853,-73.9803,"Relaxed"
"15132","827 Broadway NYC","New York City","NY","",50,"USCGeocoder",125.0348,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1213369809.72834","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",40.6639307188879,-73.9382749875207,"Relaxed;Soundex"
"15142","98 Madison St NYC","New York City","NY","",51,"USCGeocoder",1203.3164,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","4",40.7121,-73.9956,"Relaxed"
"15149","1133 6th Ave NYC","New York City","NY","",52,"USCGeocoder",62.5103,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1899.47233157698","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",40.7560279547226,-73.9833614117261,"Relaxed"
"15154","N Broadway NYC","New York City","NY","",53,"USCGeocoder",15.6049,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1213369809.72834","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",40.6639307188879,-73.9382749875207,"Relaxed;Soundex"
"15155","191 7th Ave NYC","New York City","NY","",54,"USCGeocoder",203.1197,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.7429448,-73.9962662,"Relaxed;Soundex"
"15171","43 Madison St NYC","New York City","NY","",55,"USCGeocoder",796.8492,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","4",40.712,-73.9984,"Relaxed"
"15179","446 W 50th St NYC","New York City","NY","",56,"USCGeocoder",109.3973,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.76426,-73.9910357,"Relaxed;Soundex"
"15188","60 ROBERT WAGNER PL NYC","New York City","NY","",57,"USCGeocoder",187.6474,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1213369809.72834","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",40.6639307188879,-73.9382749875207,"Relaxed;Soundex"
"15200","511 3rd Ave NYC","New York City","NY","",58,"USCGeocoder",202.9726,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.7459367,-73.9777512,"Relaxed;Soundex"
"15204","1604 Broadway NYC","New York City","NY","",59,"USCGeocoder",78.1029,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1213369809.72834","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",40.6639307188879,-73.9382749875207,"Relaxed;Soundex"
"15210","308 W 40th St NYC","New York City","NY","",60,"USCGeocoder",78.1575,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5786.09315859573","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",40.7559704285532,-73.991004336739,"Relaxed"
"15214","150 WEST 141 STREET NYC","New York City","NY","",61,"USCGeocoder",296.7111,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.8183523,-73.9394286,"Relaxed"
"15215","209 Wadsworth Ave NYC","New York City","NY","",62,"USCGeocoder",546.852,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","2",40.8513,-73.9337,"Relaxed"
"15234","15 Renwick St NYC","New York City","NY","",63,"USCGeocoder",577.8619,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.7248246,-74.0086502,"Relaxed"
"15235","160 Fort Washington Ave NYC","New York City","NY","",64,"USCGeocoder",562.5223,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","2",40.8403,-73.9428,"Relaxed"
"15239","6 W 77th St NYC","New York City","NY","",65,"USCGeocoder",201.8795,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.7796716,-73.9744143,"Relaxed;Soundex"
"15254","125 5th Ave NYC","New York City","NY","",66,"USCGeocoder",609.4128,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","2",40.6787276,-73.9787312,"Relaxed;Soundex"
"15257","313 Church St NYC","New York City","NY","",67,"USCGeocoder",562.451,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","2",40.7197,-74.004,"Relaxed"
"15260","W Nassau St NYC","New York City","NY","",68,"USCGeocoder",15.6369,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1213369809.72834","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",40.6639307188879,-73.9382749875207,"Relaxed;Soundex"
"15274","212 Bowery NYC","New York City","NY","",69,"USCGeocoder",234.1756,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1213369809.72834","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",40.6639307188879,-73.9382749875207,"Relaxed;Soundex"
"15279","1975 7TH AVENUE NYC","New York City","NY","",70,"USCGeocoder",109.6382,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1909.42942290881","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",40.8049375834802,-73.9511596390535,"Relaxed"
"15280","2375 Adam Clayton Powell NYC","New York City","NY","",71,"USCGeocoder",140.4239,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1213369809.72834","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",40.6639307188879,-73.9382749875207,"Relaxed;Soundex"
"15292","70 W 36th St NYC","New York City","NY","",72,"USCGeocoder",218.7459,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","1",40.750704,-73.9862016,"Relaxed;Soundex"
"15298","275 Greenwich St NYC","New York City","NY","",73,"USCGeocoder",546.8763,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","2",40.7154,-74.011,"Relaxed"
